2017-12-13T13:34:35.000Z,69.680770,18.974775,2.50,1.40,23.60,20.20
2017-12-13T13:34:38.000Z,69.680946,18.974555,2.70,1.50,23.30,20.10
2017-12-13T13:34:41.000Z,69.681022,18.974626,2.80,1.60,22.90,19.90
2017-12-13T13:34:41.000Z,69.681022,18.974626,2.80,1.70,23.00,19.80
2017-12-13T13:34:46.000Z,69.681022,18.974748,2.80,1.80,23.20,19.90
2017-12-13T13:34:49.000Z,69.681007,18.974828,2.90,1.80,23.20,19.80
2017-12-13T13:34:52.000Z,69.680992,18.974906,2.90,1.90,23.00,19.70
2017-12-13T13:34:55.000Z,69.680969,18.974990,2.90,1.90,22.70,19.50
2017-12-13T13:34:58.000Z,69.680946,18.975065,2.90,2.00,0.00,0.00
2017-12-13T13:34:58.000Z,69.680946,18.975065,3.00,2.00,22.80,19.40
2017-12-13T13:35:03.000Z,69.680915,18.975215,3.10,2.00,22.80,19.30
2017-12-13T13:35:03.000Z,69.680915,18.975215,3.00,2.10,22.60,19.20
2017-12-13T13:35:08.000Z,69.680892,18.975383,2.80,2.10,22.30,19.10
2017-12-13T13:35:08.000Z,69.680892,18.975383,2.70,2.10,22.20,19.00
2017-12-13T13:35:13.000Z,69.680892,18.975561,2.70,2.10,22.00,18.80
2017-12-13T13:35:16.000Z,69.680885,18.975656,2.70,2.10,21.70,18.70
2017-12-13T13:35:19.000Z,69.680885,18.975719,2.30,2.20,21.60,18.60
2017-12-13T13:35:19.000Z,69.680885,18.975719,2.20,2.10,21.40,18.50
2017-12-13T13:35:24.000Z,69.680892,18.975727,2.20,2.10,21.50,18.50
2017-12-13T13:35:27.000Z,69.680877,18.975725,2.10,2.00,21.60,18.40
2017-12-13T13:35:30.000Z,69.680862,18.975769,2.10,2.00,21.70,18.40
2017-12-13T13:35:33.000Z,69.680847,18.975776,2.10,2.00,21.80,18.30
